,California,Florida,New York,Texas,Alabama,Illinois,Arizona,Georgia,South Carolina,Washington,Colorado,Michigan,Louisiana,Idaho,Wyoming,Ohio,New Jersey,Wisconsin,North Carolina,Tennessee,South Dakota,Alaska,Oregon,Indiana,Maryland,Arkansas,the District of Columbia,Massachusetts,Missouri,Nevada,Virginia,Utah,Maine,Pennsylvania,West Virginia,New Hampshire,Iowa,Connecticut,Rhode Island,Mississippi,Vermont,Oklahoma,New Mexico,Montana,Minnesota,Hawaii,Kentucky,North Dakota,Delaware,Kansas,Nebraska
2010-01-01,37319.55,18846.143,19399.956,25241.897,4785.514,12840.545,6407.342,9712.209,4635.846,6743.009,5047.539,9877.597,4544.635,1570.819,564.531,11539.449,8799.451,5690.538,9574.586,6355.518,816.193,713.982,3837.614,6490.555,5788.784,2921.998,605.282,6566.44,5996.089,2702.483,8024.004,2775.413,1327.651,12711.406,1854.265,1316.807,3050.819,3579.173,1053.994,2970.615,625.886,3760.014,2064.614,990.73,5310.934,1364.004,4348.464,674.752,899.647,2858.266,1829.591
2011-01-01,37636.311,19055.607,19499.921,25645.504,4799.642,12867.783,6473.416,9803.63,4672.655,6827.479,5121.9,9883.053,4576.244,1584.272,567.491,11545.735,8828.552,5705.84,9658.913,6400.298,823.74,722.349,3872.672,6517.25,5840.241,2941.038,620.29,6614.218,6011.182,2713.114,8102.437,2814.797,1328.473,12747.052,1856.606,1320.444,3066.772,3588.632,1053.829,2979.147,627.197,3788.824,2080.707,997.518,5346.62,1379.562,4370.817,685.526,907.59,2869.677,1840.914
2012-01-01,37944.551,19302.016,19574.362,26084.12,4816.632,12883.029,6556.344,9903.58,4719.027,6898.599,5193.66,9898.289,4602.067,1595.91,576.656,11550.971,8845.671,5720.825,9751.81,6455.752,833.859,730.81,3900.102,6538.989,5888.375,2952.876,635.737,6664.269,6026.027,2744.67,8187.456,2854.146,1328.094,12769.123,1857.446,1324.677,3076.844,3595.211,1054.893,2984.599,626.361,3819.32,2087.715,1004.168,5377.5,1395.199,4387.865,702.227,915.518,2886.024,1853.691
2013-01-01,38253.768,19551.678,19626.488,26479.646,4831.586,12895.778,6634.69,9975.592,4766.469,6966.252,5270.774,9914.802,4626.04,1612.053,582.62,11579.692,8857.821,5738.012,9846.717,6496.943,842.751,737.626,3924.11,6570.575,5925.197,2960.459,651.559,6715.158,6042.989,2776.956,8255.861,2898.773,1328.543,12779.538,1854.768,1327.272,3093.935,3595.792,1055.56,2989.839,626.603,3853.891,2092.833,1014.158,5414.722,1408.822,4406.906,723.149,924.062,2894.306,1865.813
2014-01-01,38586.706,19853.88,19653.431,26963.092,4843.737,12885.092,6732.873,10071.204,4826.858,7057.531,5352.637,9932.033,4645.938,1632.248,583.159,11606.573,8867.277,5753.199,9937.295,6544.617,849.67,737.075,3965.447,6596.019,5960.064,2968.759,663.603,6764.864,6059.13,2818.935,8315.43,2938.327,1331.217,12792.392,1850.569,1334.257,3110.643,3595.697,1056.511,2991.892,625.693,3879.187,2090.236,1022.657,5452.665,1415.335,4416.992,738.736,933.131,2901.861,1879.955
2015-01-01,38904.296,20219.111,19657.321,27468.531,4854.803,12859.585,6832.81,10183.353,4896.006,7167.287,5454.328,9934.483,4666.998,1652.495,586.389,11622.315,8870.312,5762.927,10037.218,6595.354,854.663,738.43,4018.542,6611.442,5988.528,2979.732,677.014,6797.484,6075.411,2868.531,8367.303,2983.626,1329.098,12789.838,1843.332,1337.48,3122.541,3588.561,1056.886,2990.231,625.81,3910.518,2090.071,1031.495,5484.002,1422.999,4429.126,755.537,942.065,2910.717,1892.059
2016-01-01,39149.186,20627.237,19636.391,27914.064,4866.824,12821.709,6944.767,10308.442,4963.031,7299.961,5543.844,9954.117,4681.346,1684.036,585.243,11640.06,8873.584,5775.17,10161.802,6651.277,863.693,742.575,4093.271,6637.898,6007.014,2991.815,687.576,6827.28,6091.384,2919.555,8417.651,3044.241,1332.348,12788.468,1832.435,1343.694,3133.21,3579.83,1057.816,2990.595,624.366,3928.143,2092.555,1042.137,5525.36,1428.885,4440.306,756.114,949.989,2912.977,1906.483
2017-01-01,39337.785,20977.089,19593.849,28291.024,4877.989,12779.893,7048.088,10417.031,5027.102,7427.951,5617.421,9976.752,4673.673,1719.745,579.994,11665.706,8888.147,5793.147,10275.758,6714.748,873.732,740.983,4147.294,6662.068,6028.186,3003.855,697.079,6863.56,6111.382,2972.097,8471.011,3103.54,1335.743,12794.679,1818.683,1350.395,3143.734,3575.324,1056.554,2990.674,625.132,3933.602,2092.844,1053.862,5569.283,1425.763,4455.59,756.755,957.942,2910.892,1916.998
2018-01-01,39437.463,21254.926,19544.098,28624.564,4891.628,12724.685,7164.228,10519.389,5091.702,7526.793,5697.155,9987.286,4664.45,1752.074,579.054,11680.892,8891.73,5809.319,10391.358,6778.18,879.386,736.624,4183.538,6698.481,6042.153,3012.161,704.147,6885.72,6125.986,3030.725,8510.92,3155.153,1340.123,12809.107,1805.953,1355.064,3149.9,3574.561,1059.338,2982.879,624.802,3943.488,2093.754,1061.818,5608.762,1423.102,4464.273,760.062,966.985,2912.748,1925.512
2019-01-01,39437.61,21492.056,19463.131,28986.794,4907.965,12667.017,7291.843,10628.02,5157.702,7614.024,5758.486,9984.795,4658.285,1789.06,580.116,11696.507,8891.258,5824.581,10501.384,6830.325,887.127,733.603,4216.116,6731.01,6054.954,3020.985,708.253,6894.883,6140.475,3090.771,8556.642,3203.383,1345.77,12798.883,1795.263,1360.783,3159.596,3566.022,1058.158,2978.227,624.046,3960.676,2099.634,1070.123,5640.053,1415.615,4472.345,763.724,976.668,2912.635,1932.571
2020-01-01,39503.2,21591.299,20104.71,29234.361,5031.864,12790.357,7186.683,10732.39,5132.151,7724.566,5785.219,10070.627,4652.022,1849.339,577.664,11798.292,9272.392,5896.7,10453.812,6926.091,887.852,732.964,4245.044,6789.098,6173.689,3014.348,670.839,6997.713,6154.426,3115.84,8637.193,3283.982,1364.517,12995.477,1791.562,1378.702,3190.904,3577.586,1096.444,2958.409,642.936,3965.234,2118.488,1087.211,5710.578,1451.181,4508.155,779.563,991.862,2938.124,1963.273
2021-01-01,39145.06,21830.708,19854.526,29561.286,5050.38,12690.341,7272.487,10790.385,5193.848,7741.433,5811.596,10038.117,4627.047,1904.537,579.548,11765.227,9269.175,5879.978,10567.1,6963.709,896.299,734.923,4256.465,6813.798,6175.045,3028.443,669.037,6991.951,6170.393,3146.632,8657.348,3339.284,1378.787,13013.614,1785.249,1387.494,3197.944,3603.691,1097.092,2949.582,647.093,3991.634,2116.95,1106.366,5717.968,1446.745,4507.6,777.982,1004.881,2937.946,1964.253
2022-01-01,39040.616,22245.521,19673.2,30029.848,5073.903,12582.515,7365.684,10913.15,5282.955,7784.477,5841.039,10033.281,4588.023,1938.996,581.629,11759.697,9260.817,5890.543,10695.965,7048.976,909.869,733.276,4239.379,6832.274,6163.981,3046.404,670.949,6982.74,6177.168,3177.421,8679.099,3381.236,1389.338,12972.091,1774.035,1399.003,3199.693,3608.706,1093.842,2938.928,647.11,4019.271,2113.476,1122.878,5714.3,1439.399,4511.563,778.912,1019.459,2936.716,1968.06
2023-01-01,38965.193,22610.726,19571.216,30503.301,5108.468,12549.689,7431.344,11029.227,5373.555,7812.88,5877.61,10037.261,4573.749,1964.726,584.057,11785.935,9290.841,5910.955,10835.491,7126.489,919.318,733.406,4233.358,6862.199,6180.253,3067.732,678.972,7001.399,6196.156,3194.176,8715.698,3417.734,1395.722,12961.683,1770.071,1402.054,3207.004,3617.176,1095.962,2939.69,647.464,4053.824,2114.371,1132.812,5737.915,1435.138,4526.154,783.926,1031.89,2940.546,1978.379
