YEAR,WHYMOVE,MIGSTA1
2020,Other family reason,New Jersey
2020,Other family reason,New Jersey
2020,Other family reason,New Jersey
2020,To look for work or lost job,New York
2020,To look for work or lost job,New York
2020,Other family reason,New York
2020,"Wanted to own home, not rent",Maryland
2020,"Wanted to own home, not rent",Maryland
2020,Relationship with unmarried partner,Ohio
2020,To look for work or lost job,Kentucky
2020,To look for work or lost job,Kentucky
2020,To look for work or lost job,Kentucky
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,To look for work or lost job,Wisconsin
2020,Other job-related reason,Kentucky
2020,Other job-related reason,Kentucky
2020,Other job-related reason,Kentucky
2020,Other job-related reason,Kentucky
2020,Other job-related reason,Kentucky
2020,Other job-related reason,Kentucky
2020,Other family reason,Illinois
2020,Other family reason,Illinois
2020,Other family reason,Illinois
2020,Other family reason,Arizona
2020,Other family reason,Arizona
2020,"Wanted to own home, not rent",Arizona
2020,"Wanted to own home, not rent",Arizona
2020,Health reasons,California
2020,Other job-related reason,West Virginia
2020,Change in marital status,Florida
2020,Change in marital status,Florida
2020,New job or job transfer,Massachusetts
2020,New job or job transfer,Massachusetts
2020,New job or job transfer,Massachusetts
2020,New job or job transfer,Massachusetts
2020,Other job-related reason,Tennessee
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Colorado
2020,To look for work or lost job,Pennsylvania
2020,New job or job transfer,Arkansas
2020,Other housing reason,Ohio
2020,Other housing reason,Ohio
2020,To establish own household,Wyoming
2020,Other reasons,Wyoming
2020,"Wanted to own home, not rent",Oklahoma
2020,Other family reason,California
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Texas
2020,New job or job transfer,Texas
2020,New job or job transfer,Oklahoma
2020,New job or job transfer,Oklahoma
2020,New job or job transfer,Oklahoma
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Alabama
2020,For cheaper housing,Tennessee
2020,Other family reason,Michigan
2020,New job or job transfer,Illinois
2020,Other family reason,Illinois
2020,Other family reason,Illinois
2020,New job or job transfer,Kentucky
2020,To establish own household,Kentucky
2020,Wanted better neighborhood,Illinois
2020,Wanted better neighborhood,Illinois
2020,Wanted better neighborhood,Illinois
2020,Wanted better neighborhood,Illinois
2020,For cheaper housing,California
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Kentucky
2020,Attend/leave college,Colorado
2020,For easier commute,Oklahoma
2020,For easier commute,Oklahoma
2020,For easier commute,Oklahoma
2020,Other family reason,Indiana
2020,Other family reason,Indiana
2020,Other family reason,Indiana
2020,New job or job transfer,Minnesota
2020,Attend/leave college,Minnesota
2020,Wanted new or better housing,Minnesota
2020,Wanted new or better housing,Minnesota
2020,Relationship with unmarried partner,South Carolina
2020,New job or job transfer,Pennsylvania
2020,For easier commute,Pennsylvania
2020,New job or job transfer,New York
2020,"Wanted to own home, not rent",Washington
2020,New job or job transfer,Missouri
2020,Other family reason,Texas
2020,Relationship with unmarried partner,Iowa
2020,Relationship with unmarried partner,Iowa
2020,Other reasons,Wisconsin
2020,Health reasons,Kentucky
2020,Health reasons,Kentucky
2020,Health reasons,Kentucky
2020,Health reasons,Kentucky
2020,New job or job transfer,North Carolina
2020,For cheaper housing,Wisconsin
2020,For cheaper housing,Wisconsin
2020,To establish own household,Maryland
2020,To establish own household,Maryland
2020,To establish own household,Maryland
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Wisconsin
2020,Wanted new or better housing,Wisconsin
2020,Wanted new or better housing,Wisconsin
2020,To establish own household,Kentucky
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,For cheaper housing,Illinois
2020,For cheaper housing,Illinois
2020,For cheaper housing,Illinois
2020,Other family reason,Tennessee
2020,Relationship with unmarried partner,New York
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,"Wanted to own home, not rent",Illinois
2020,"Wanted to own home, not rent",Illinois
2020,"Wanted to own home, not rent",Illinois
2020,Retired,Illinois
2020,Health reasons,Georgia
2020,New job or job transfer,North Dakota
2020,Other family reason,Illinois
2020,Other family reason,Illinois
2020,Other family reason,North Carolina
2020,To establish own household,Illinois
2020,To establish own household,Illinois
2020,Other family reason,North Carolina
2020,New job or job transfer,Michigan
2020,Other family reason,Kentucky
2020,"Wanted to own home, not rent",Michigan
2020,"Wanted to own home, not rent",Michigan
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,Other family reason,Wisconsin
2020,Other family reason,Wisconsin
2020,New job or job transfer,North Dakota
2020,New job or job transfer,North Dakota
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,To establish own household,Florida
2020,New job or job transfer,North Dakota
2020,New job or job transfer,North Dakota
2020,Other family reason,North Dakota
2020,Other family reason,North Dakota
2020,Other family reason,North Dakota
2020,Other family reason,North Dakota
2020,New job or job transfer,Illinois
2020,New job or job transfer,California
2020,Relationship with unmarried partner,North Dakota
2020,Wanted new or better housing,California
2020,Wanted new or better housing,California
2020,Wanted new or better housing,California
2020,Wanted new or better housing,California
2020,Other housing reason,Minnesota
2020,Other housing reason,Minnesota
2020,Other housing reason,Minnesota
2020,Other housing reason,Minnesota
2020,Other housing reason,Minnesota
2020,Other housing reason,Minnesota
2020,Other family reason,Illinois
2020,To establish own household,Illinois
2020,New job or job transfer,Missouri
2020,Other family reason,Kansas
2020,Other family reason,Kansas
2020,New job or job transfer,California
2020,Other family reason,Florida
2020,Other family reason,Florida
2020,Other family reason,Florida
2020,Wanted new or better housing,Kansas
2020,Wanted new or better housing,Kansas
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Illinois
2020,New job or job transfer,Texas
2020,Attend/leave college,Illinois
2020,New job or job transfer,Texas
2020,New job or job transfer,Texas
2020,New job or job transfer,Texas
2020,New job or job transfer,Indiana
2020,To look for work or lost job,Arizona
2020,For cheaper housing,Arizona
2020,Other family reason,Illinois
2020,Wanted new or better housing,Illinois
2020,Wanted new or better housing,Illinois
2020,Relationship with unmarried partner,Iowa
2020,Relationship with unmarried partner,Iowa
2020,Relationship with unmarried partner,Iowa
2020,Relationship with unmarried partner,Iowa
2020,Relationship with unmarried partner,Iowa
2020,"Wanted to own home, not rent",Kansas
2020,"Wanted to own home, not rent",Kansas
2020,New job or job transfer,Colorado
2020,To establish own household,Colorado
2020,Relationship with unmarried partner,Wisconsin
2020,Other job-related reason,Illinois
2020,Other job-related reason,Illinois
2020,Other job-related reason,Illinois
2020,New job or job transfer,Texas
2020,New job or job transfer,Texas
2020,Other family reason,Arizona
2020,Other family reason,Arizona
2020,New job or job transfer,Illinois
2020,For cheaper housing,South Dakota
2020,Relationship with unmarried partner,Missouri
2020,Relationship with unmarried partner,Missouri
2020,To look for work or lost job,Nebraska
2020,Other family reason,Arizona
2020,Other family reason,Arizona
2020,Change in marital status,Kansas
2020,Change in marital status,Arizona
2020,Other family reason,Alaska
2020,Other family reason,Alaska
2020,New job or job transfer,Colorado
2020,New job or job transfer,Colorado
2020,New job or job transfer,Colorado
2020,Other reasons,Minnesota
2020,Attend/leave college,Montana
2020,Wanted new or better housing,Minnesota
2020,Wanted new or better housing,Minnesota
2020,Wanted new or better housing,Minnesota
2020,Wanted new or better housing,Minnesota
2020,Change in marital status,Minnesota
2020,Change in marital status,Minnesota
2020,Change in marital status,Minnesota
2020,New job or job transfer,North Dakota
2020,New job or job transfer,North Dakota
2020,New job or job transfer,North Dakota
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,Health reasons,North Dakota
2020,Relationship with unmarried partner,Georgia
2020,Health reasons,North Dakota
2020,Health reasons,Wyoming
2020,Other family reason,Wyoming
2020,To look for work or lost job,North Dakota
2020,Wanted new or better housing,Wyoming
2020,Wanted new or better housing,Wyoming
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,Attend/leave college,Hawaii
2020,Other family reason,South Dakota
2020,Other family reason,South Dakota
2020,Other family reason,South Dakota
2020,Other family reason,South Dakota
2020,For cheaper housing,Colorado
2020,For cheaper housing,Colorado
2020,Wanted better neighborhood,Colorado
2020,Other family reason,Wyoming
2020,New job or job transfer,Colorado
2020,Attend/leave college,Washington
2020,For easier commute,Colorado
2020,Attend/leave college,Iowa
2020,For easier commute,South Dakota
2020,Wanted new or better housing,South Dakota
2020,Wanted new or better housing,South Dakota
2020,For cheaper housing,North Dakota
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,To look for work or lost job,Kansas
2020,Retired,Virginia
2020,Retired,Virginia
2020,Retired,Virginia
2020,Retired,Virginia
2020,Retired,Virginia
2020,For easier commute,Missouri
2020,Change in marital status,Oklahoma
2020,Change in marital status,Oklahoma
2020,Change in marital status,Oklahoma
2020,Change in marital status,Oklahoma
2020,Attend/leave college,Georgia
2020,Other family reason,Oklahoma
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,Wanted new or better housing,Missouri
2020,Wanted new or better housing,Missouri
2020,Wanted new or better housing,Missouri
2020,Wanted new or better housing,Missouri
2020,Other reasons,Washington
2020,Other reasons,Washington
2020,Other reasons,Washington
2020,Other reasons,Washington
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,Change in marital status,Oklahoma
2020,For cheaper housing,Oklahoma
2020,Relationship with unmarried partner,Oklahoma
2020,Other family reason,Oklahoma
2020,To look for work or lost job,Oklahoma
2020,Other family reason,South Dakota
2020,Other reasons,Florida
2020,To establish own household,Idaho
2020,To establish own household,Idaho
2020,Health reasons,Michigan
2020,Health reasons,Michigan
2020,For easier commute,Massachusetts
2020,For easier commute,New York
2020,For cheaper housing,Pennsylvania
2020,For cheaper housing,Pennsylvania
2020,For cheaper housing,Pennsylvania
2020,"Wanted to own home, not rent",Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,Change in marital status,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,New job or job transfer,New York
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,Relationship with unmarried partner,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,Pennsylvania
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,Retired,Maryland
2020,Retired,Maryland
2020,Other housing reason,Maryland
2020,To establish own household,Maryland
2020,Change in marital status,Maryland
2020,Change in marital status,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,Relationship with unmarried partner,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other housing reason,Pennsylvania
2020,Other reasons,Pennsylvania
2020,Other housing reason,Pennsylvania
2020,New job or job transfer,Mississippi
2020,New job or job transfer,Mississippi
2020,New job or job transfer,Mississippi
2020,New job or job transfer,Mississippi
2020,New job or job transfer,Mississippi
2020,To establish own household,Mississippi
2020,Relationship with unmarried partner,New York
2020,New job or job transfer,California
2020,New job or job transfer,North Carolina
2020,For cheaper housing,District of Columbia
2020,Attend/leave college,District of Columbia
2020,Attend/leave college,District of Columbia
2020,Relationship with unmarried partner,Virginia
2020,Relationship with unmarried partner,Virginia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Virginia
2020,New job or job transfer,Virginia
2020,Other family reason,Vermont
2020,"Wanted to own home, not rent",District of Columbia
2020,Attend/leave college,Pennsylvania
2020,For easier commute,Virginia
2020,For easier commute,Virginia
2020,New job or job transfer,Louisiana
2020,New job or job transfer,Louisiana
2020,New job or job transfer,Ohio
2020,Change in marital status,Ohio
2020,Other job-related reason,Maryland
2020,Other job-related reason,Maryland
2020,Attend/leave college,Ohio
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Relationship with unmarried partner,New York
2020,Relationship with unmarried partner,Virginia
2020,New job or job transfer,Virginia
2020,Attend/leave college,Pennsylvania
2020,New job or job transfer,Ohio
2020,New job or job transfer,New York
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,Other housing reason,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,For easier commute,Virginia
2020,For easier commute,Virginia
2020,Relationship with unmarried partner,Maryland
2020,Change in marital status,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,Relationship with unmarried partner,Virginia
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Change of climate,Minnesota
2020,New job or job transfer,New Jersey
2020,New job or job transfer,California
2020,New job or job transfer,Virginia
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,New Jersey
2020,Wanted new or better housing,Virginia
2020,Wanted new or better housing,Virginia
2020,New job or job transfer,North Carolina
2020,For easier commute,Virginia
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,New job or job transfer,Massachusetts
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,Attend/leave college,Virginia
2020,New job or job transfer,California
2020,New job or job transfer,Texas
2020,New job or job transfer,Texas
2020,Wanted better neighborhood,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Missouri
2020,For cheaper housing,Maryland
2020,Retired,New Jersey
2020,Retired,New Jersey
2020,Retired,New Jersey
2020,For cheaper housing,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,New job or job transfer,New York
2020,Retired,Maryland
2020,Retired,Maryland
2020,Retired,Maryland
2020,Retired,Maryland
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Kentucky
2020,New job or job transfer,Kentucky
2020,Wanted better neighborhood,New York
2020,New job or job transfer,District of Columbia
2020,New job or job transfer,District of Columbia
2020,Retired,New York
2020,Other family reason,California
2020,Other family reason,California
2020,New job or job transfer,Arkansas
2020,New job or job transfer,Arkansas
2020,Other reasons,Delaware
2020,For cheaper housing,North Carolina
2020,Other job-related reason,Washington
2020,Other job-related reason,Washington
2020,Other job-related reason,Washington
2020,Other job-related reason,Washington
2020,New job or job transfer,Hawaii
2020,New job or job transfer,Hawaii
2020,New job or job transfer,Hawaii
2020,New job or job transfer,Hawaii
2020,New job or job transfer,Hawaii
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Relationship with unmarried partner,New York
2020,Attend/leave college,Pennsylvania
2020,Attend/leave college,Pennsylvania
2020,New job or job transfer,California
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,For easier commute,Florida
2020,For easier commute,Florida
2020,For easier commute,Florida
2020,For easier commute,Florida
2020,To look for work or lost job,Louisiana
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,New job or job transfer,Florida
2020,Other family reason,Florida
2020,Other family reason,Florida
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,North Carolina
2020,Other family reason,Michigan
2020,Other family reason,North Carolina
2020,Other family reason,North Carolina
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,Foreclosure or eviction,North Carolina
2020,Change of climate,Florida
2020,To establish own household,South Carolina
2020,To establish own household,South Carolina
2020,Wanted new or better housing,Maryland
2020,For cheaper housing,Maryland
2020,For cheaper housing,Maryland
2020,"Wanted to own home, not rent",Maryland
2020,"Wanted to own home, not rent",Maryland
2020,Other family reason,Florida
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,"Wanted to own home, not rent",Pennsylvania
2020,Relationship with unmarried partner,Ohio
2020,Health reasons,Virginia
2020,Health reasons,Virginia
2020,Other family reason,Pennsylvania
2020,Other family reason,South Carolina
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Maryland
2020,For cheaper housing,Maryland
2020,For cheaper housing,Maryland
2020,"Wanted to own home, not rent",Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,"Wanted to own home, not rent",Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Wanted better neighborhood,Maryland
2020,Other reasons,Maryland
2020,Other reasons,Maryland
2020,Other family reason,Maryland
2020,Other family reason,Maryland
2020,Other family reason,Oklahoma
2020,Other family reason,Virginia
2020,Other family reason,Ohio
2020,Relationship with unmarried partner,Georgia
2020,Relationship with unmarried partner,Georgia
2020,Relationship with unmarried partner,Georgia
2020,Other family reason,Virginia
2020,Other family reason,Virginia
2020,"Wanted to own home, not rent",Ohio
2020,"Wanted to own home, not rent",Ohio
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,New job or job transfer,Wisconsin
2020,Other family reason,Wyoming
2020,Other family reason,Ohio
2020,Other family reason,Oklahoma
2020,New job or job transfer,Colorado
2020,To establish own household,Virginia
2020,To establish own household,Virginia
2020,New job or job transfer,Wyoming
2020,New job or job transfer,Wyoming
2020,Other family reason,Washington
2020,Other family reason,Washington
2020,Change in marital status,New Jersey
2020,Change in marital status,New Jersey
2020,To establish own household,New Jersey
2020,Relationship with unmarried partner,New Jersey
2020,Relationship with unmarried partner,New Jersey
2020,Relationship with unmarried partner,New Jersey
2020,Wanted new or better housing,New Jersey
2020,Wanted new or better housing,New Jersey
2020,Wanted new or better housing,New Jersey
2020,Wanted new or better housing,New Jersey
2020,Wanted new or better housing,New Jersey
2020,Other family reason,Georgia
2020,Other family reason,Georgia
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,New job or job transfer,Maryland
2020,Other family reason,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,For easier commute,Maryland
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,Retired,Iowa
2020,Retired,Iowa
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,Other family reason,Ohio
2020,Other family reason,Ohio
2020,Retired,Iowa
2020,Retired,Iowa
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Other reasons,California
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,New job or job transfer,Illinois
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,Wanted new or better housing,Maryland
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,New job or job transfer,Georgia
2020,Relationship with unmarried partner,Nebraska
2020,Relationship with unmarried partner,Nebraska
2020,Change of climate,Kentucky
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,New job or job transfer,Florida
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,For easier commute,Ohio
2020,New job or job transfer,New York
2020,Wanted new or better housing,North Carolina
2020,Wanted new or better housing,North Carolina
2020,Other family reason,Oregon
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,Change of climate,Illinois
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,New job or job transfer,Michigan
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,New job or job transfer,Michigan
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,New job or job transfer,Michigan
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,Other family reason,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,For easier commute,North Carolina
2020,To establish own household,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,To establish own household,North Carolina
2020,To establish own household,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,New job or job transfer,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,Florida
2020,Change in marital status,North Carolina
2020,Change in marital status,North Carolina
2020,New job or job transfer,North Carolina
2020,New job or job transfer,Florida
2020,Other family reason,North Carolina
2020,Relationship with unmarried partner,New York
2020,Relationship with unmarried partner,New York
2020,Relationship with unmarried partner,New York
2020,Relationship with unmarried partner,New York
2020,New job or job transfer,New York
2020,New job or job transfer,New York
2020,New job or job transfer,Ohio
2020,New job or job transfer,Ohio
2020,Other family reason,Utah
2020,For cheaper housing,Ohio
2020,For cheaper housing,Ohio
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,Other family reason,West Virginia
2020,Other reasons,Ohio
2020,Other reasons,Ohio
2020,Other family reason,Virginia
2020,Foreclosure or eviction,South Carolina
2020,Foreclosure or eviction,South Carolina
2020,Health reasons,Pennsylvania
2020,Health reasons,Pennsylvania
2020,Health reasons,Pennsylvania
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,North Carolina
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,Iowa
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,New job or job transfer,California
2020,Other reasons,Kansas
2020,Other family reason,Florida
2020,New job or job transfer,Tennessee
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,To look for work or lost job,Maryland
2020,Other family reason,New York
2020,Other family reason,New York
2020,Other family reason,New York
2020,Health reasons,New York
2020,Health reasons,Tennessee
2020,Other family reason,New York
2020,Wanted new or better housing,Arkansas
2020,To look for work or lost job,Florida
2020,New job or job transfer,Massachusetts
2020,New job or job transfer,Tennessee
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,"Wanted to own home, not rent",Texas
2020,"Wanted to own home, not rent",Texas
2020,To establish own household,Alabama
2020,New job or job transfer,Alabama
2020,New job or job transfer,Alabama
2020,Other family reason,Texas
2020,To establish own household,Pennsylvania
2020,To establish own household,Pennsylvania
2020,To establish own household,Pennsylvania
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,For cheaper housing,California
2020,Change of climate,Maryland
2020,Retired,Maryland
2020,Retired,Maryland
2020,Change of climate,Colorado
2020,Change of climate,Colorado
2020,Other family reason,Massachusetts
2020,Other family reason,Massachusetts
2020,Other family reason,Massachusetts
2020,Other family reason,Massachusetts
2020,Other family reason,Massachusetts
2020,Other family reason,New Jersey
2020,Other family reason,New Jersey
2020,Other family reason,Colorado
2020,Other family reason,Oregon
