YEAR,WHYMOVE,MIGSTA1,count
2019,Attend/leave college,Oregon,741.52
2019,For cheaper housing,Illinois,3281.6400000000003
2019,For easier commute,Illinois,1176.64
2019,To establish own household,Tennessee,3041.39
2019,To establish own household,Hawaii,3575.55
2019,Other family reason,Delaware,3479.57
2019,Health reasons,Idaho,3093.5
2019,Wanted better neighborhood,Washington,2176.27
2019,Other job-related reason,North Carolina,2859.22
2019,Wanted better neighborhood,Illinois,7937.14
2019,Other reasons,New Mexico,3246.1
2019,Wanted new or better housing,Oregon,6450.77
2019,To establish own household,North Dakota,3693.61
2019,Other family reason,Kentucky,1875.71
2019,Wanted new or better housing,Oklahoma,9455.220000000001
2019,To establish own household,Indiana,6520.679999999999
2019,Health reasons,Texas,3178.44
2019,For easier commute,Michigan,1714.28
2019,Other reasons,Utah,201.74
2019,Change of climate,Hawaii,428.02
2019,New job or job transfer,Wyoming,1054.88
2019,To establish own household,Wyoming,337.09
2019,To establish own household,Oklahoma,645.49
2019,For easier commute,Arizona,2469.75
2020,Other family reason,Massachusetts,33510.0777
2020,New job or job transfer,Massachusetts,50808.6261
2020,Other reasons,Louisiana,3958.4928
2020,Other reasons,Massachusetts,5422.6464
2020,Wanted better neighborhood,Florida,3766.5346999999997
2020,Attend/leave college,Massachusetts,1785.082
2020,Change in marital status,Colorado,2289.7291
2020,New job or job transfer,New York,74910.7112
2020,New job or job transfer,Connecticut,8950.234699999999
2020,Change in marital status,Rhode Island,8332.1934
2020,Attend/leave college,Connecticut,38378.9985
2020,Other housing reason,New York,2703.1644
2020,Other housing reason,Massachusetts,7477.6628
2020,Other family reason,Florida,33814.4038
2020,Other family reason,Connecticut,2808.6104
2020,Other reasons,North Carolina,748.9201
2020,"Wanted to own home, not rent",Massachusetts,2757.1367
2020,Attend/leave college,Florida,24019.4684
2020,For cheaper housing,Massachusetts,565.2299
2020,Other reasons,Maine,722.295
2020,Other reasons,Tennessee,669.9105
2020,Change in marital status,Massachusetts,504.8581
2020,Change of climate,New Mexico,5852.9487
2020,Wanted better neighborhood,Massachusetts,2784.4448
2020,Relationship with unmarried partner,Vermont,808.5582
2020,New job or job transfer,Vermont,1283.4324
2020,Retired,Illinois,5678.6071
2020,New job or job transfer,Delaware,10030.009900000001
2020,Other family reason,Delaware,916.6185
2020,Wanted better neighborhood,Virginia,1310.0421000000001
2020,New job or job transfer,Utah,602.612
2020,Retired,Utah,9952.3437
2020,New job or job transfer,New Hampshire,3507.3057
2020,Health reasons,Maine,7102.871300000001
2020,Attend/leave college,California,8137.3837
2020,For easier commute,Vermont,1610.8684
2020,Relationship with unmarried partner,New York,19275.4149
2020,For cheaper housing,Virginia,12105.402900000001
2020,New job or job transfer,Pennsylvania,21817.4422
2020,New job or job transfer,Maryland,57506.8136
2020,"Wanted to own home, not rent",Maryland,14746.0383
2020,Change in marital status,Texas,3292.7398
2020,"Wanted to own home, not rent",New Hampshire,3357.4214
2020,Attend/leave college,Oklahoma,1645.1751
2020,New job or job transfer,Arkansas,39104.635500000004
2020,New job or job transfer,New Jersey,4925.6025
2020,New job or job transfer,North Carolina,100031.4684
2020,New job or job transfer,Florida,73758.6628
2020,To look for work or lost job,New Hampshire,1681.327
2020,"Wanted to own home, not rent",Rhode Island,8552.877700000001
2020,Attend/leave college,District of Columbia,16273.740000000002
2020,New job or job transfer,California,213079.9175
2020,Health reasons,Florida,2163.303
2020,Wanted new or better housing,Florida,8214.2816
2020,Relationship with unmarried partner,California,15286.9738
2020,Relationship with unmarried partner,Florida,9555.142100000001
2020,Other family reason,New Jersey,31344.7687
2020,For easier commute,Pennsylvania,13600.6429
2020,Other job-related reason,Pennsylvania,4631.0748
2020,Change in marital status,New Jersey,13727.958
2020,New job or job transfer,Wisconsin,57809.8137
2020,Relationship with unmarried partner,New Jersey,9593.1595
2020,For easier commute,Missouri,12629.2932
2020,Wanted better neighborhood,Missouri,2844.8455
2020,Other reasons,Florida,8495.9223
2020,Other housing reason,Georgia,5496.5533
2020,Other family reason,North Carolina,15621.1034
2020,New job or job transfer,Hawaii,15860.2671
2020,To establish own household,New York,8767.74
2020,For easier commute,New York,17631.4935
2020,For cheaper housing,New York,2936.4356
2020,For easier commute,Delaware,6356.6392
2020,To establish own household,Colorado,8966.577700000002
2020,Change of climate,Florida,15505.191
2020,Health reasons,California,4430.7797
2020,Other family reason,West Virginia,17726.4184
2020,To establish own household,Maryland,13526.355800000001
2020,To establish own household,West Virginia,5241.1832
2020,Wanted better neighborhood,Maryland,31709.4575
2020,Wanted new or better housing,California,11911.5159
2020,New job or job transfer,Colorado,46069.976800000004
2020,New job or job transfer,Illinois,55324.4693
2020,To look for work or lost job,Massachusetts,3738.4612
2020,New job or job transfer,Texas,62580.3942
2020,Relationship with unmarried partner,Kansas,2496.5387
2020,Other family reason,New York,40013.3024
2020,Retired,Ohio,4193.2046
2020,To look for work or lost job,New York,33614.368800000004
2020,Relationship with unmarried partner,Ohio,5877.9405
2020,To look for work or lost job,Kentucky,14578.5504
2020,To look for work or lost job,Wisconsin,28526.331899999997
2020,Other job-related reason,Kentucky,10394.3195
2020,Other family reason,Illinois,25115.0947
2020,Other family reason,Arizona,18324.0731
2020,"Wanted to own home, not rent",Arizona,11477.668899999999
2020,Other job-related reason,West Virginia,2206.9792
2020,Change in marital status,Florida,23955.0377
2020,Other job-related reason,Tennessee,8841.7175
2020,New job or job transfer,Tennessee,27984.3949
2020,To look for work or lost job,Pennsylvania,5865.5733
2020,Other housing reason,Ohio,4866.4509
2020,To establish own household,Wyoming,2058.7131
2020,Other reasons,Wyoming,2081.4128
2020,"Wanted to own home, not rent",Oklahoma,3620.5208
2020,Other family reason,California,55277.3428
2020,New job or job transfer,Oklahoma,14487.032
2020,New job or job transfer,Ohio,64601.7278
2020,New job or job transfer,Alabama,32130.1169
2020,For cheaper housing,Tennessee,3289.7574
2020,Other family reason,Michigan,3889.5096000000003
2020,New job or job transfer,Kentucky,33606.433600000004
2020,To establish own household,Kentucky,18100.6415
2020,Wanted better neighborhood,Illinois,6944.3446
2020,For cheaper housing,California,64862.9049
2020,Attend/leave college,Colorado,12733.6377
2020,For easier commute,Oklahoma,6715.304999999999
2020,Other family reason,Indiana,6144.8597
2020,New job or job transfer,Minnesota,6410.13
2020,Attend/leave college,Minnesota,6400.4766
2020,Wanted new or better housing,Minnesota,11449.303
2020,Relationship with unmarried partner,South Carolina,5454.8998
2020,"Wanted to own home, not rent",Washington,4156.2492
2020,New job or job transfer,Missouri,10592.0398
2020,Other family reason,Texas,21181.0219
2020,Relationship with unmarried partner,Iowa,20740.4565
2020,Other reasons,Wisconsin,3613.7689
2020,Health reasons,Kentucky,15871.5848
2020,For cheaper housing,Wisconsin,8420.1318
2020,Wanted new or better housing,Wisconsin,8262.9987
2020,For cheaper housing,Illinois,20506.6898
2020,Other family reason,Tennessee,22912.8884
2020,"Wanted to own home, not rent",Illinois,5990.0276
2020,Health reasons,Georgia,1545.2006
2020,New job or job transfer,North Dakota,20476.8934
2020,To establish own household,Illinois,7904.9687
2020,New job or job transfer,Michigan,30860.5978
2020,Other family reason,Kentucky,6685.699
2020,"Wanted to own home, not rent",Michigan,5527.7763
2020,Other family reason,Wisconsin,5270.5095
2020,To establish own household,Florida,1574.2761
2020,Other family reason,North Dakota,6661.335
2020,Relationship with unmarried partner,North Dakota,1596.1039
2020,Other housing reason,Minnesota,9026.8441
2020,Other family reason,Kansas,6981.803
2020,Wanted new or better housing,Kansas,2429.557
2020,Attend/leave college,Illinois,5131.0590999999995
2020,New job or job transfer,Indiana,1241.5766
2020,To look for work or lost job,Arizona,2856.3968
2020,For cheaper housing,Arizona,3097.2474
2020,Wanted new or better housing,Illinois,8258.4596
2020,"Wanted to own home, not rent",Kansas,10921.496
2020,Relationship with unmarried partner,Wisconsin,4532.2402
2020,Other job-related reason,Illinois,7686.782999999999
2020,For cheaper housing,South Dakota,433.5093
2020,Relationship with unmarried partner,Missouri,734.3328
2020,To look for work or lost job,Nebraska,521.7212
2020,Change in marital status,Kansas,544.6894
2020,Change in marital status,Arizona,3552.3475
2020,Other family reason,Alaska,1348.4344
2020,Other reasons,Minnesota,200.5075
2020,Attend/leave college,Montana,607.6588
2020,Change in marital status,Minnesota,857.8137
2020,New job or job transfer,Georgia,22034.969
2020,Health reasons,North Dakota,990.2263
2020,Relationship with unmarried partner,Georgia,14411.7609
2020,Health reasons,Wyoming,266.1013
2020,Other family reason,Wyoming,21857.2114
2020,To look for work or lost job,North Dakota,406.3288
2020,Wanted new or better housing,Wyoming,1096.1186
2020,New job or job transfer,Iowa,56908.6811
2020,Attend/leave college,Hawaii,7239.5879
2020,Other family reason,South Dakota,6260.1546
2020,For cheaper housing,Colorado,6770.9977
2020,Wanted better neighborhood,Colorado,637.4807
2020,Attend/leave college,Washington,1236.7115
2020,For easier commute,Colorado,3030.1288
2020,Attend/leave college,Iowa,1437.669
2020,For easier commute,South Dakota,1317.358
2020,Wanted new or better housing,South Dakota,1336.1606
2020,For cheaper housing,North Dakota,784.4201
2020,To look for work or lost job,Kansas,1196.1133
2020,Retired,Virginia,4282.7562
2020,Change in marital status,Oklahoma,14363.8326
2020,Attend/leave college,Georgia,993.9195
2020,Other family reason,Oklahoma,25168.508
2020,Wanted new or better housing,Missouri,4638.2646
2020,Other reasons,Washington,6742.6679
2020,For cheaper housing,Oklahoma,1187.1904
2020,Relationship with unmarried partner,Oklahoma,2242.0906
2020,To look for work or lost job,Oklahoma,3094.6276
2020,To establish own household,Idaho,13834.236400000002
2020,Health reasons,Michigan,697.7068
2020,For easier commute,Massachusetts,592.103
2020,For cheaper housing,Pennsylvania,1084.5233
2020,"Wanted to own home, not rent",Pennsylvania,1272.3415
2020,Change in marital status,Pennsylvania,331.7354
2020,Relationship with unmarried partner,Pennsylvania,5754.3692
2020,Retired,Maryland,32367.192199999998
2020,Other housing reason,Maryland,883.9167
2020,Change in marital status,Maryland,1565.6125
2020,For easier commute,Maryland,26655.7873
2020,Other reasons,Pennsylvania,7806.1720000000005
2020,Other housing reason,Pennsylvania,964.0259000000001
2020,New job or job transfer,Mississippi,14569.09
2020,To establish own household,Mississippi,2159.6938
2020,For cheaper housing,District of Columbia,5147.492
2020,Relationship with unmarried partner,Virginia,12826.051
2020,New job or job transfer,Virginia,41923.6916
2020,Other family reason,Vermont,3682.1527
2020,"Wanted to own home, not rent",District of Columbia,4788.4041
2020,Attend/leave college,Pennsylvania,11170.741100000001
2020,For easier commute,Virginia,1332.3272
2020,New job or job transfer,Louisiana,3358.815
2020,Change in marital status,Ohio,272.0313
2020,Other job-related reason,Maryland,806.4804
2020,Attend/leave college,Ohio,165.1758
2020,Relationship with unmarried partner,Maryland,2609.7128000000002
2020,To look for work or lost job,Maryland,16238.4591
2020,Wanted new or better housing,Maryland,29406.341
2020,Change of climate,Minnesota,368.5842
2020,For cheaper housing,New Jersey,350.4707
2020,Wanted new or better housing,Virginia,298.5756
2020,For easier commute,North Carolina,20900.2551
2020,Attend/leave college,Virginia,8167.058800000001
2020,For cheaper housing,Maryland,7778.0613
2020,Retired,New Jersey,23426.5933
2020,Wanted better neighborhood,New York,2377.3787
2020,New job or job transfer,District of Columbia,18474.4184
2020,Retired,New York,3898.0249
2020,Other reasons,Delaware,3516.2025
2020,For cheaper housing,North Carolina,3934.4985
2020,Other job-related reason,Washington,9319.9499
2020,For easier commute,Florida,10860.7885
2020,To look for work or lost job,Louisiana,14682.8705
2020,Foreclosure or eviction,North Carolina,855.8718
2020,To establish own household,South Carolina,1650.4474
2020,Health reasons,Virginia,575.498
2020,Other family reason,Pennsylvania,851.127
2020,Other family reason,South Carolina,6113.8716
2020,New job or job transfer,Wyoming,20441.5415
2020,Other reasons,Maryland,2178.5687
2020,Other family reason,Maryland,8357.3511
2020,Other family reason,Virginia,14316.2351
2020,Other family reason,Ohio,14663.6027
2020,"Wanted to own home, not rent",Ohio,7430.4635
2020,To establish own household,Virginia,15172.1994
2020,Other family reason,Washington,16535.829100000003
2020,To establish own household,New Jersey,2904.6802
2020,Wanted new or better housing,New Jersey,14232.5546
2020,Other family reason,Georgia,15362.3027
2020,Retired,Iowa,11816.259399999999
2020,Other reasons,California,7161.0208999999995
2020,Relationship with unmarried partner,Nebraska,5879.0026
2020,Change of climate,Kentucky,2500.9041
2020,For easier commute,Ohio,19534.162800000002
2020,Wanted new or better housing,North Carolina,4840.521
2020,Other family reason,Oregon,22401.6795
2020,Change of climate,Illinois,6076.736199999999
2020,Change in marital status,North Carolina,25801.2901
2020,To establish own household,North Carolina,5555.1441
2020,Other family reason,Utah,9544.3298
2020,For cheaper housing,Ohio,6106.7538
2020,Other reasons,Ohio,9917.5393
2020,Foreclosure or eviction,South Carolina,7489.7644
2020,Health reasons,Pennsylvania,6158.2755
2020,Other reasons,Kansas,5241.1492
2020,Health reasons,New York,3202.1941
2020,Health reasons,Tennessee,2900.9664
2020,Wanted new or better housing,Arkansas,5501.6528
2020,To look for work or lost job,Florida,17400.2426
2020,"Wanted to own home, not rent",Texas,8786.8724
2020,To establish own household,Alabama,7304.269899999999
2020,To establish own household,Pennsylvania,14126.1055
2020,Change of climate,Maryland,12243.2192
2020,Change of climate,Colorado,6789.7452
2020,Other family reason,Colorado,3987.6161
2020,Attend/leave college,New York,33291.8583
2020,Other housing reason,Kentucky,7621.6553
2020,Change of climate,Michigan,21312.0186
2020,For cheaper housing,Kentucky,4237.8311
2020,Retired,North Carolina,10147.1088
2020,Change of climate,New York,13845.4195
2020,New job or job transfer,Washington,40757.1687
2020,New job or job transfer,Oregon,46632.6063
2020,Retired,California,9677.159
2020,Retired,Georgia,6335.7305
2020,Change in marital status,Mississippi,20814.303
2020,Relationship with unmarried partner,West Virginia,6715.7996
2020,New job or job transfer,Kansas,9097.3208
2020,To look for work or lost job,South Carolina,2733.806
2020,Wanted new or better housing,South Carolina,5804.4863000000005
2020,Wanted new or better housing,Alabama,1614.8686
2020,Change in marital status,Virginia,3592.2896
2020,Other family reason,Arkansas,2617.0724
2020,New job or job transfer,South Carolina,16291.4046
2020,For cheaper housing,Georgia,6058.5988
2020,Attend/leave college,South Carolina,9873.7546
2020,Relationship with unmarried partner,Louisiana,5372.357
2020,Wanted better neighborhood,Kentucky,8057.1386
2020,For easier commute,Louisiana,8694.5472
2020,Retired,Texas,19324.7926
2020,Other housing reason,Texas,5879.0692
2020,Other job-related reason,Louisiana,11133.5065
2020,Relationship with unmarried partner,Alabama,4910.78
2020,Other family reason,Nevada,11062.4963
2020,To establish own household,Texas,4190.2968
2020,To establish own household,Nevada,3979.9230000000002
2020,Other reasons,Texas,1028.0988
2020,For cheaper housing,Nevada,2950.8426
2020,"Wanted to own home, not rent",Florida,3524.5134000000003
2020,Other reasons,New York,6706.170099999999
2020,Other reasons,Missouri,2356.3738
2020,For easier commute,Tennessee,6275.0772
2020,For easier commute,Texas,5319.7679
2020,Relationship with unmarried partner,Texas,1564.8373
2020,Other job-related reason,Colorado,2991.2574
2020,Wanted new or better housing,New York,2530.446
2020,Wanted new or better housing,Texas,5770.0805
2020,For cheaper housing,Texas,7116.025299999999
2020,Other housing reason,Arkansas,3273.2678
2020,Relationship with unmarried partner,Mississippi,3527.1432
2020,Change of climate,Mississippi,2753.107
2020,Change in marital status,Alabama,1789.2596
2020,Attend/leave college,Texas,9016.1556
2020,Attend/leave college,Mississippi,6438.5882
2020,Other family reason,Missouri,2258.5801
2020,To establish own household,Georgia,2335.6041
2020,To establish own household,Louisiana,1348.2829
2020,Change in marital status,Utah,6124.433
2020,New job or job transfer,Arizona,13569.0098
2020,Other housing reason,Indiana,12947.8832
2020,For easier commute,Arkansas,10902.775
2020,Health reasons,Ohio,42863.0325
2020,Relationship with unmarried partner,North Carolina,2727.267
2020,Retired,Colorado,2434.5489
2020,"Wanted to own home, not rent",California,23460.0159
2020,Change of climate,New Jersey,6050.9815
2020,New job or job transfer,New Mexico,11185.6935
2020,Other reasons,District of Columbia,3002.962
2020,New job or job transfer,Nevada,11975.1954
2020,Other family reason,Louisiana,590.5617
2020,Retired,Washington,6358.7551
2020,New job or job transfer,Idaho,7006.2142
2020,Change in marital status,West Virginia,1200.4978
2020,Other reasons,Colorado,3124.8382
2020,Wanted better neighborhood,California,2922.9876999999997
2020,For easier commute,California,4030.9299
2020,Other family reason,Iowa,1082.4057
2020,To establish own household,Tennessee,1082.0455000000002
2020,Other family reason,Montana,3222.1496
2020,Change in marital status,Washington,1050.2382
2020,Relationship with unmarried partner,Washington,3281.1974
2020,Other job-related reason,Utah,4857.9854
2020,Change in marital status,California,2263.9692999999997
2020,To establish own household,California,1495.9849
2020,Relationship with unmarried partner,Colorado,1588.9842
2020,Other reasons,Utah,2992.3406999999997
2020,Relationship with unmarried partner,Utah,519.5269
2020,For easier commute,Utah,3032.1432
2020,Change of climate,California,2986.1189
2020,To establish own household,Washington,1666.4685
2020,New job or job transfer,Alaska,322.1649
2020,For easier commute,Alaska,560.4986
2020,Wanted new or better housing,Pennsylvania,407.6605
2020,Other reasons,Nebraska,482.7993
2020,For cheaper housing,Iowa,585.0324
2020,New job or job transfer,Montana,618.429
2020,"Wanted to own home, not rent",Montana,647.4014
2020,Wanted new or better housing,Utah,1538.8277
2020,"Wanted to own home, not rent",Utah,1174.5763000000002
2020,Attend/leave college,Michigan,5089.2678
2020,Wanted better neighborhood,Michigan,3756.9585
2020,To look for work or lost job,California,14721.3927
2020,For cheaper housing,Florida,8092.0747
2020,Change in marital status,New York,31726.1524
2020,Other job-related reason,Florida,4463.3142
2020,Health reasons,Colorado,9213.637
2020,Wanted new or better housing,Washington,1767.057
2020,Other job-related reason,Montana,1093.4051
2020,Change of climate,Ohio,780.47
2020,Health reasons,Washington,874.4213
2020,Other family reason,Maine,1281.6032
2020,For cheaper housing,Washington,1973.9126999999999
2020,Other housing reason,California,6015.8730000000005
2020,Retired,Wisconsin,8319.0072
2020,To establish own household,Hawaii,2766.1721
2020,Wanted new or better housing,Georgia,3787.9502
2020,For cheaper housing,Michigan,6525.6759999999995
2020,Wanted better neighborhood,Arizona,6209.4989000000005
2020,Change in marital status,Idaho,6187.5964
2020,To look for work or lost job,Colorado,9812.7724
2020,Wanted better neighborhood,Minnesota,1979.349
2020,Other housing reason,Utah,2074.6838
2020,Other reasons,Oregon,7470.1545
2020,Attend/leave college,Utah,3436.1556
2020,To establish own household,Utah,3491.1555
2020,To look for work or lost job,Idaho,3824.7986
2020,To look for work or lost job,Virginia,7474.0603
2020,New job or job transfer,Nebraska,1927.7004
2020,Health reasons,Montana,3141.7296
2020,Other reasons,Idaho,7323.3031
2020,Other housing reason,Idaho,8364.403699999999
2020,To establish own household,Indiana,1883.0023
2020,Other reasons,New Mexico,9193.8863
2020,To establish own household,New Mexico,4708.4157
2020,Change of climate,Virginia,1909.6466
2020,Wanted new or better housing,Idaho,2870.1938
2020,To look for work or lost job,Washington,990.0455
2020,Retired,Florida,3437.1103
2020,Attend/leave college,Arizona,2676.2216
2020,To look for work or lost job,Montana,494.44
2020,Change in marital status,Oregon,360.4799
2020,For cheaper housing,Missouri,1444.0953
2022,For cheaper housing,Alaska,1363.95
2022,New job or job transfer,New York,29169.41
2022,Wanted new or better housing,New Hampshire,2967.94
2022,Wanted new or better housing,Connecticut,669.75
2022,New job or job transfer,Massachusetts,42779.18
2022,To establish own household,Massachusetts,5133
2022,To establish own household,New York,8008.92
2022,Attend/leave college,Utah,1091.46
2022,Other family reason,New Jersey,8970.08
2022,To establish own household,Maine,4768.42
2022,Health reasons,Maine,1437.24
2022,Health reasons,Massachusetts,1057.35
2022,New job or job transfer,Illinois,53751.21
2022,Attend/leave college,Massachusetts,2089.01
2022,To look for work or lost job,Oklahoma,1162.71
2022,"Wanted to own home, not rent",Massachusetts,4302.35
2022,Relationship with unmarried partner,Wisconsin,4111.22
2022,Relationship with unmarried partner,Florida,16704.89
2022,Other reasons,Florida,31937.14
2022,Other reasons,Connecticut,889.43
2022,Attend/leave college,New York,24774.31
2022,Other family reason,Virginia,6773.81
2022,Other family reason,Texas,10366.86
2022,Other reasons,Tennessee,38233.72
2022,Other job-related reason,Massachusetts,637.74
2022,Retired,Tennessee,2195.09
2022,Retired,Massachusetts,295.98
2022,"Wanted to own home, not rent",Tennessee,3507.5
2022,Other reasons,Illinois,16501.059999999998
2022,Retired,Colorado,2952.59
2022,New job or job transfer,California,120597.3
2022,Attend/leave college,California,54776.55
2022,Change in marital status,Pennsylvania,5939.62
2022,Other family reason,Minnesota,13308.82
2022,Attend/leave college,Florida,7418.27
2022,Other family reason,New Hampshire,5676.5
2022,New job or job transfer,New Hampshire,24178.170000000002
2022,New job or job transfer,Florida,48581.85
2022,Attend/leave college,New Jersey,10346.54
2022,To look for work or lost job,New Hampshire,2908.42
2022,Health reasons,Florida,19880.61
2022,Wanted new or better housing,Massachusetts,3401.75
2022,New job or job transfer,New Jersey,11235.36
2022,Foreclosure or eviction,Florida,2603.07
2022,New job or job transfer,Pennsylvania,76324.3
2022,Other reasons,New York,13201.49
2022,Wanted new or better housing,New York,5094.34
2022,Other reasons,Massachusetts,4158.06
2022,For cheaper housing,Rhode Island,4387.26
2022,For cheaper housing,Iowa,11908.05
2022,For cheaper housing,Texas,17815.47
2022,Other family reason,Delaware,3115.78
2022,Other family reason,Florida,131917.29
2022,New job or job transfer,Colorado,37269.82
2022,Relationship with unmarried partner,Maryland,17741.24
2022,Other reasons,New Jersey,21879.62
2022,Wanted better neighborhood,California,18645.59
2022,Relationship with unmarried partner,California,25005.22
2022,New job or job transfer,Virginia,19450.3
2022,New job or job transfer,Georgia,156243.62
2022,New job or job transfer,Texas,54041.19
2022,New job or job transfer,Arizona,62842.270000000004
2022,For easier commute,New Jersey,12542.86
2022,Other family reason,Connecticut,15984.630000000001
2022,Other family reason,Pennsylvania,12473.3
2022,Other housing reason,Alabama,17970.18
2022,For cheaper housing,Florida,16233.41
2022,New job or job transfer,North Carolina,95049.65000000001
2022,Change in marital status,North Carolina,6874.16
2022,Retired,Texas,10952.52
2022,Wanted new or better housing,North Carolina,7724.18
2022,Other family reason,Colorado,11355.45
2022,New job or job transfer,Maryland,17241.26
2022,Relationship with unmarried partner,New Jersey,2797.13
2022,Other family reason,Washington,11717.68
2022,Attend/leave college,Missouri,3760.12
2022,Other family reason,District of Columbia,12397.66
2022,Other housing reason,Kentucky,3758.47
2022,Attend/leave college,Ohio,9996.130000000001
2022,Other reasons,Ohio,38932.520000000004
2022,Health reasons,Ohio,13117.94
2022,Other family reason,South Dakota,12400.85
2022,New job or job transfer,West Virginia,12009.36
2022,Other housing reason,West Virginia,4187.7
2022,Other housing reason,Texas,27074.54
2022,Relationship with unmarried partner,New York,30579.489999999998
2022,For cheaper housing,New Jersey,4102.67
2022,Relationship with unmarried partner,Texas,18184.64
2022,Foreclosure or eviction,New Jersey,2838.79
2022,Foreclosure or eviction,New York,9344.72
2022,Other family reason,California,89831.73
2022,New job or job transfer,Iowa,20474.03
2022,For cheaper housing,New York,59980.72
2022,New job or job transfer,Wisconsin,9622.9
2022,Other job-related reason,Indiana,15392.06
2022,Other reasons,Texas,22074.04
2022,Other family reason,Wisconsin,17784.84
2022,Other family reason,Tennessee,14365.81
2022,Attend/leave college,Iowa,4358.33
2022,Other reasons,Washington,21033.68
2022,Relationship with unmarried partner,Minnesota,7898.969999999999
2022,Change of climate,Florida,20967.55
2022,Wanted better neighborhood,Ohio,1572.35
2022,Other family reason,Ohio,28628.59
2022,For cheaper housing,Arizona,6593.58
2022,Relationship with unmarried partner,Ohio,6426.25
2022,Other housing reason,Colorado,20290.39
2022,New job or job transfer,Delaware,20296.36
2022,Other housing reason,Delaware,8687.42
2022,Attend/leave college,Illinois,7134.34
2022,New job or job transfer,Kentucky,22524.81
2022,Other job-related reason,Mississippi,6280.36
2022,Wanted better neighborhood,Kentucky,4697.48
2022,Other family reason,Michigan,7197.049999999999
2022,Wanted new or better housing,Mississippi,1803.76
2022,Other family reason,Illinois,44180.729999999996
2022,Other family reason,Indiana,7795.04
2022,To establish own household,Indiana,8161.23
2022,To establish own household,Ohio,4582.13
2022,Wanted new or better housing,Indiana,4508.52
2022,To establish own household,North Carolina,10672.2
2022,To look for work or lost job,North Carolina,8915.25
2022,For easier commute,Indiana,7735.75
2022,Attend/leave college,Wisconsin,1816.25
2022,New job or job transfer,Tennessee,47333.630000000005
2022,"Wanted to own home, not rent",Wisconsin,13930.199999999999
2022,Wanted better neighborhood,Illinois,20329.07
2022,Other housing reason,Ohio,7514.37
2022,Wanted better neighborhood,Colorado,3554.41
2022,Other reasons,Utah,6095.5
2022,Health reasons,Missouri,4260.75
2022,Change in marital status,Arizona,4028.69
2022,Change in marital status,Illinois,7600.09
2022,Health reasons,Iowa,5307.93
2022,To look for work or lost job,Florida,29156.4
2022,"Wanted to own home, not rent",Iowa,5895.42
2022,To establish own household,Michigan,9058.1
2022,Other family reason,Georgia,20333.04
2022,Change in marital status,Georgia,5980.95
2022,Other family reason,Oregon,4417.48
2022,Relationship with unmarried partner,North Carolina,12885.09
2022,New job or job transfer,Alaska,12199.15
2022,For cheaper housing,Minnesota,29891.19
2022,To establish own household,California,25356.27
2022,To establish own household,Kansas,6723.32
2022,"Wanted to own home, not rent",Kansas,7977.72
2022,Other reasons,Oregon,4999.03
2022,Change in marital status,Utah,4662.39
2022,New job or job transfer,Arkansas,53430.17
2022,New job or job transfer,Missouri,75892.16
2022,Wanted better neighborhood,Missouri,4773.25
2022,Relationship with unmarried partner,Arizona,6744.45
2022,Relationship with unmarried partner,Illinois,3019.75
2022,Other family reason,New York,12971.8
2022,Wanted new or better housing,Illinois,1248.65
2022,Relationship with unmarried partner,Iowa,8008.67
2022,To establish own household,Texas,29933.47
2022,To look for work or lost job,California,30686.239999999998
2022,Wanted new or better housing,Kansas,3143.98
2022,Other reasons,Kansas,7495.98
2022,Attend/leave college,Nebraska,394.68
2022,New job or job transfer,Minnesota,9517.67
2022,Attend/leave college,Idaho,310
2022,"Wanted to own home, not rent",Florida,25407.75
2022,Relationship with unmarried partner,South Dakota,2681.47
2022,Other family reason,Utah,11783.58
2022,Other job-related reason,Illinois,1672.6100000000001
2022,Other reasons,California,20618.95
2022,New job or job transfer,Nebraska,638.56
2022,To establish own household,Nebraska,2042.62
2022,"Wanted to own home, not rent",Virginia,7829.22
2022,To establish own household,Minnesota,3344.96
2022,For cheaper housing,Delaware,659.17
2022,Relationship with unmarried partner,Delaware,1107.28
2022,Other reasons,South Dakota,7380.57
2022,Wanted new or better housing,South Dakota,12240.17
2022,Other family reason,Arizona,15564.439999999999
2022,To look for work or lost job,Kentucky,1419.07
2022,Attend/leave college,Montana,5164.2
2022,New job or job transfer,North Dakota,7618.79
2022,New job or job transfer,Oklahoma,20809.22
2022,Other family reason,Oklahoma,7103.75
2022,For cheaper housing,Nebraska,8011.4800000000005
2022,Attend/leave college,Minnesota,5566.889999999999
2022,For cheaper housing,California,60256.83
2022,Other family reason,Nebraska,18085.63
2022,New job or job transfer,Nevada,32177.91
2022,Relationship with unmarried partner,Washington,7511.46
2022,"Wanted to own home, not rent",California,9901.779999999999
2022,Retired,New Jersey,1596.45
2022,Attend/leave college,Texas,9034.22
2022,For cheaper housing,Pennsylvania,3918.1000000000004
2022,Retired,Washington,3988.56
2022,Wanted better neighborhood,Georgia,1763.52
2022,To establish own household,Maryland,9119.37
2022,To look for work or lost job,Pennsylvania,7596.76
2022,Wanted better neighborhood,Maryland,3075.7799999999997
2022,Other housing reason,Pennsylvania,1398.8600000000001
2022,Change of climate,Pennsylvania,3588.61
2022,Retired,Maryland,4318.15
2022,Health reasons,Maryland,564.45
2022,New job or job transfer,Alabama,27048.379999999997
2022,Change of climate,New Hampshire,8904.88
